heuristic, dimensions, error, runtime, iterations
minkowski-n, 3, 6.29960510423e-07, 0.001144, 4
null, 3, 0.0, 0.002713, 19
seuclidean, 3, nan, 0.002809, 6
sqeuclidean, 3, 6.89422122946e-07, 0.000677, 3
canberra, 3, 0.0, 0.000705, 2
chebyshev, 3, 0.0, 0.000635, 2
cityblock, 3, 0.0, 0.000611, 2
cosine, 3, 0.0, 0.001291, 4
euclidean, 3, 0.0, 0.000604, 2
hamming, 3, 0.0, 0.000804, 3
minkowski-0.5n, 3, 0.0, 0.000742, 2
minkowski-n, 3, 0.0, 0.000734, 2
null, 3, 0.0, 0.000988, 7
seuclidean, 3, nan, 0.001429, 3
sqeuclidean, 3, 0.0, 0.000627, 2
canberra, 3, 1.03729993839e-06, 0.002956, 11
chebyshev, 3, 4.99999970316e-07, 0.002384, 9
cityblock, 3, 1.03729993839e-06, 0.000981, 3
cosine, 3, 2.11324874044e-07, 0.005168, 23
euclidean, 3, 8.66025359869e-07, 0.001724, 6
hamming, 3, 4.99999970316e-07, 0.00471, 25
minkowski-0.5n, 3, 1.03729993839e-06, 0.00101, 3
minkowski-n, 3, 7.21124763459e-07, 0.001932, 6
null, 3, 0.0, 0.004645, 36
seuclidean, 3, nan, 0.004621, 15
sqeuclidean, 3, 1.03729993839e-06, 0.00104, 3
canberra, 3, 8.33333288597e-07, 0.002061, 7
chebyshev, 3, 4.99999970316e-07, 0.001557, 5
cityblock, 3, 1.16835332165e-06, 0.00109, 3
cosine, 3, 2.85954797619e-08, 0.003743, 18
euclidean, 3, 8.75460131056e-07, 0.00104, 3
hamming, 3, 4.99999970316e-07, 0.002708, 13
minkowski-0.5n, 3, 1.16835332165e-06, 0.00117, 3
minkowski-n, 3, 7.21124763459e-07, 0.001459, 4
null, 3, 0.0, 0.002946, 21
seuclidean, 3, nan, 0.005384, 21
sqeuclidean, 3, 1.16835332165e-06, 0.001083, 3
canberra, 3, 6.99999972653e-07, 0.004401, 15
chebyshev, 3, 1.49999989674e-06, 0.0022, 6
cityblock, 3, 2.9999998219e-06, 0.001259, 4
cosine, 3, 0.0, 0.007323, 33
euclidean, 3, 2.12132023591e-06, 0.001244, 4
hamming, 3, 6.66666636562e-07, 0.005592, 27
minkowski-0.5n, 3, 2.9999998219e-06, 0.001347, 4
minkowski-n, 3, 1.88988147443e-06, 0.001337, 4
null, 3, 0.0, 0.004943, 36
seuclidean, 3, nan, 0.009121, 37
sqeuclidean, 3, 4.99999970316e-06, 0.001465, 4
canberra, 3, 0.0, 0.000553, 2
chebyshev, 3, 0.0, 0.000507, 2
cityblock, 3, 0.0, 0.000488, 2
cosine, 3, 0.0, 0.001594, 3
euclidean, 3, 0.0, 0.000488, 2
hamming, 3, 0.0, 0.00048, 2
minkowski-0.5n, 3, 0.0, 0.000516, 2
minkowski-n, 3, 0.0, 0.000509, 2
null, 3, 0.0, 0.000455, 3
seuclidean, 3, nan, 0.009592, 45
sqeuclidean, 3, 0.0, 0.000483, 2
canberra, 3, 0.0, 0.000435, 2
chebyshev, 3, 0.0, 0.000385, 2
cityblock, 3, 0.0, 0.000429, 2
cosine, 3, 0.0, 0.000846, 3
euclidean, 3, 0.0, 0.000364, 2
hamming, 3, 0.0, 0.000384, 2
minkowski-0.5n, 3, 0.0, 0.000421, 2
minkowski-n, 3, 0.0, 0.000404, 2
null, 3, 0.0, 0.000648, 4
seuclidean, 3, nan, 0.00499, 24
sqeuclidean, 3, 0.0, 0.000387, 2
canberra, 3, 0.0, 0.001033, 3
chebyshev, 3, 0.0, 0.000501, 2
cityblock, 3, 0.0, 0.000463, 2
cosine, 3, 0.0, 0.001756, 5
euclidean, 3, 0.0, 0.000463, 2
hamming, 3, 0.0, 0.0005, 2
minkowski-0.5n, 3, 0.0, 0.000506, 2
minkowski-n, 3, 0.0, 0.000507, 2
null, 3, 0.0, 0.001327, 8
seuclidean, 3, nan, 0.010389, 48
sqeuclidean, 3, 0.0, 0.000491, 2
canberra, 3, 6.66666650773e-07, 0.001164, 3
chebyshev, 3, 4.99999970316e-07, 0.001297, 4
cityblock, 3, 9.99999969054e-07, 0.00116, 3
cosine, 3, 6.69872974868e-08, 0.002801, 10
euclidean, 3, 7.07106750042e-07, 0.001004, 3
hamming, 3, 3.33333332492e-07, 0.001803, 7
minkowski-0.5n, 3, 9.99999969054e-07, 0.001114, 3
minkowski-n, 3, 6.29960510423e-07, 0.001278, 3
null, 3, 0.0, 0.002285, 16
seuclidean, 3, nan, 0.01, 43
sqeuclidean, 3, 9.99999969054e-07, 0.001086, 3
canberra, 3, 1.83333324344e-06, 0.002436, 9
chebyshev, 3, 1.49999992516e-06, 0.002536, 10
cityblock, 3, 2.36549493593e-06, 0.00125, 4
cosine, 3, 2.19453056616e-07, 0.006029, 28
euclidean, 3, 1.93185157116e-06, 0.002087, 7
hamming, 3, 8.33333288597e-07, 0.004979, 27
minkowski-0.5n, 3, 2.36549493593e-06, 0.001216, 4
minkowski-n, 3, 1.70717780179e-06, 0.002173, 7
null, 3, 0.0, 0.004648, 35
seuclidean, 3, nan, 0.006132, 24
sqeuclidean, 3, 3.36549487656e-06, 0.001151, 4
canberra, 3, 5.9999997859e-07, 0.002703, 9
chebyshev, 3, 4.99999970316e-07, 0.001632, 6
cityblock, 3, 9.99999969054e-07, 0.001345, 4
cosine, 3, 2.80601142322e-08, 0.005041, 20
euclidean, 3, 7.07106750042e-07, 0.001511, 5
hamming, 3, 3.33333332492e-07, 0.003111, 12
minkowski-0.5n, 3, 9.99999969054e-07, 0.001381, 4
minkowski-n, 3, 6.29960510423e-07, 0.00187, 6
null, 3, 0.0, 0.003501, 25
seuclidean, 3, nan, 0.00809, 28
sqeuclidean, 3, 9.99999969054e-07, 0.001311, 4
canberra, 3, 8.49999963748e-07, 0.004057, 13
chebyshev, 3, 1.49999989674e-06, 0.001417, 4
cityblock, 3, 2.81841036553e-06, 0.001743, 5
cosine, 3, 1.95531384861e-07, 0.005286, 20
euclidean, 3, 1.89252415339e-06, 0.001967, 6
hamming, 3, 8.33333288597e-07, 0.003448, 13
minkowski-0.5n, 3, 2.81841036553e-06, 0.001846, 5
minkowski-n, 3, 1.73738582987e-06, 0.002161, 6
null, 3, 0.0, 0.004045, 28
seuclidean, 3, nan, 0.009331, 36
sqeuclidean, 3, 4.0200728364e-06, 0.001522, 4
canberra, 3, 8.49999935326e-07, 0.002744, 12
chebyshev, 3, 1.49999989674e-06, 0.002814, 11
cityblock, 3, 1.86966364879e-06, 0.001432, 5
cosine, 3, 1.46446609506e-07, 0.006112, 28
euclidean, 3, 1.61803387755e-06, 0.001841, 7
hamming, 3, 4.99999956105e-07, 0.005281, 27
minkowski-0.5n, 3, 1.86966364879e-06, 0.001575, 5
minkowski-n, 3, 1.54004180786e-06, 0.00197, 7
null, 3, 0.0, 0.004396, 31
seuclidean, 3, nan, 0.006688, 27
sqeuclidean, 3, 2.86966358942e-06, 0.001035, 4
canberra, 3, 6.29274097719e-07, 0.006333, 33
chebyshev, 3, 1.49999992516e-06, 0.004882, 21
cityblock, 3, 2.11260733352e-06, 0.002236, 6
cosine, 3, 8.12325993138e-08, 0.008721, 47
euclidean, 3, 1.81971412871e-06, 0.003904, 16
hamming, 3, 4.99999956105e-07, 0.007499, 42
minkowski-0.5n, 3, 2.11260733352e-06, 0.002445, 6
minkowski-n, 3, 1.54004182207e-06, 0.003974, 17
null, 3, 0.0, 0.006711, 49
seuclidean, 3, nan, 0.006703, 22
sqeuclidean, 3, 3.11260728836e-06, 0.002004, 5
canberra, 3, 0.0, 0.000595, 2
chebyshev, 3, 0.0, 0.000509, 2
cityblock, 3, 0.0, 0.000495, 2
cosine, 3, 0.0, 0.002259, 6
euclidean, 3, 0.0, 0.000464, 2
hamming, 3, 0.0, 0.000489, 2
minkowski-0.5n, 3, 0.0, 0.00051, 2
minkowski-n, 3, 0.0, 0.000514, 2
null, 3, 0.0, 0.001066, 7
seuclidean, 3, nan, 0.014339, 65
sqeuclidean, 3, 0.0, 0.0005, 2
canberra, 3, 0.0, 0.000543, 2
chebyshev, 3, 0.0, 0.000513, 2
cityblock, 3, 0.0, 0.000488, 2
cosine, 3, 0.0, 0.001553, 4
euclidean, 3, 0.0, 0.000466, 2
hamming, 3, 0.0, 0.000479, 2
minkowski-0.5n, 3, 0.0, 0.000522, 2
minkowski-n, 3, 0.0, 0.000527, 2
null, 3, 0.0, 0.001469, 9
seuclidean, 3, nan, 0.000929, 2
sqeuclidean, 3, 0.0, 0.000496, 2
canberra, 3, 0.0, 0.000623, 2
chebyshev, 3, 0.0, 0.00054, 2
cityblock, 3, 0.0, 0.000478, 2
cosine, 3, 0.0, 0.001409, 4
euclidean, 3, 0.0, 0.000459, 2
hamming, 3, 0.0, 0.000492, 2
minkowski-0.5n, 3, 0.0, 0.000515, 2
minkowski-n, 3, 0.0, 0.000514, 2
null, 3, 0.0, 0.001105, 6
seuclidean, 3, nan, 0.007939, 37
sqeuclidean, 3, 0.0, 0.00048, 2
canberra, 3, 0.0, 0.000587, 2
chebyshev, 3, 0.0, 0.000508, 2
cityblock, 3, 0.0, 0.000471, 2
cosine, 3, 0.0, 0.000672, 2
euclidean, 3, 0.0, 0.000481, 2
hamming, 3, 0.0, 0.000494, 2
minkowski-0.5n, 3, 0.0, 0.000518, 2
minkowski-n, 3, 0.0, 0.000504, 2
null, 3, 0.0, 0.000379, 3
seuclidean, 3, nan, 0.001816, 5
sqeuclidean, 3, 0.0, 0.000479, 2
canberra, 3, 3.33333318281e-07, 0.001968, 6
chebyshev, 3, 4.99999998738e-07, 0.000999, 3
cityblock, 3, 1.15230875508e-06, 0.00108, 3
cosine, 3, 2.85954797619e-08, 0.003981, 16
euclidean, 3, 7.07106778464e-07, 0.000962, 3
hamming, 3, 3.33333318281e-07, 0.002444, 9
minkowski-0.5n, 3, 1.15230875508e-06, 0.00116, 3
minkowski-n, 3, 6.29960510423e-07, 0.001145, 3
null, 3, 0.0, 0.002646, 19
seuclidean, 3, nan, 0.010163, 42
sqeuclidean, 3, 1.15230875508e-06, 0.001051, 3
canberra, 3, 0.0, 0.001339, 3
chebyshev, 3, 0.0, 0.000651, 2
cityblock, 3, 0.0, 0.000641, 2
cosine, 3, 0.0, 0.002296, 6
euclidean, 3, 0.0, 0.000648999999999, 2
hamming, 3, 0.0, 0.000868, 2
minkowski-0.5n, 3, 0.0, 0.0007, 2
minkowski-n, 3, 0.0, 0.000719, 2
null, 3, 0.0, 0.001724, 11
seuclidean, 3, nan, 0.002751, 5
sqeuclidean, 3, 0.0, 0.000655999999999, 2
canberra, 3, 1.36666658079e-06, 0.005243, 16
chebyshev, 3, 1.49999989674e-06, 0.001571, 4
cityblock, 3, 4.94846142374e-06, 0.001902, 4
cosine, 3, 5.02646315681e-08, 0.008561, 36
euclidean, 3, 2.59807603697e-06, 0.00147, 4
hamming, 3, 9.99999926421e-07, 0.006496, 25
minkowski-0.5n, 3, 4.94846142374e-06, 0.001953, 4
minkowski-n, 3, 2.16337421932e-06, 0.001657, 4
null, 3, 0.0, 0.006041, 41
seuclidean, 3, nan, 0.011506, 48
sqeuclidean, 3, 6.94846129079e-06, 0.001701, 4
canberra, 3, 1.49999989674e-06, 0.003613, 14
chebyshev, 3, 1.49999989674e-06, 0.002345, 8
cityblock, 3, 2.82555201636e-06, 0.001696, 4
cosine, 3, 2.7831215732e-07, 0.007485, 34
euclidean, 3, 1.93185152852e-06, 0.001774, 5
hamming, 3, 8.33333274386e-07, 0.005835, 28
minkowski-0.5n, 3, 2.82555201636e-06, 0.001803, 4
minkowski-n, 3, 1.70717775916e-06, 0.001897, 5
null, 3, 0.0, 0.006129, 42
seuclidean, 3, nan, 0.005791, 16
sqeuclidean, 3, 3.8255519712e-06, 0.001504, 4
canberra, 3, 8.0209478881e-07, 0.001251, 4
chebyshev, 3, 4.99999998738e-07, 0.000876, 3
cityblock, 3, 8.0209478881e-07, 0.000909, 3
cosine, 3, 9.17517155585e-08, 0.00269, 10
euclidean, 3, 8.0209478881e-07, 0.001049, 3
hamming, 3, 4.99999998738e-07, 0.001816, 6
minkowski-0.5n, 3, 8.0209478881e-07, 0.000979, 3
minkowski-n, 3, 7.23628630794e-07, 0.001426, 4
null, 3, 0.0, 0.0018, 13
seuclidean, 3, nan, 0.004571, 20
sqeuclidean, 3, 8.0209478881e-07, 0.000977, 3
canberra, 3, 9.99999969054e-07, 0.001146, 3
chebyshev, 3, 4.99999970316e-07, 0.001266, 4
cityblock, 3, 9.99999969054e-07, 0.001043, 3
cosine, 3, 2.11324874044e-07, 0.002838, 6
euclidean, 3, 7.07106750042e-07, 0.001112, 3
hamming, 3, 3.33333318281e-07, 0.001428, 5
minkowski-0.5n, 3, 9.99999969054e-07, 0.001109, 3
minkowski-n, 3, 6.29960510423e-07, 0.001135, 3
null, 3, 0.0, 0.002134, 15
seuclidean, 3, nan, 0.003991, 17
sqeuclidean, 3, 9.99999969054e-07, 0.001039, 3
canberra, 3, 3.33333318281e-07, 0.00162, 6
chebyshev, 3, 4.99999970316e-07, 0.00105, 4
cityblock, 3, 1.22139884695e-06, 0.001038, 3
cosine, 3, 5.55555601522e-08, 0.003023, 13
euclidean, 3, 7.07106750042e-07, 0.000761, 3
hamming, 3, 3.33333318281e-07, 0.002074, 9
minkowski-0.5n, 3, 1.22139884695e-06, 0.001076, 3
minkowski-n, 3, 6.29960510423e-07, 0.000832, 3
null, 3, 0.0, 0.001902, 14
seuclidean, 3, nan, 0.003013, 9
sqeuclidean, 3, 1.22139884695e-06, 0.000933, 3
canberra, 3, 1.66666652035e-07, 0.002451, 8
chebyshev, 3, 4.99999970316e-07, 0.002199, 7
cityblock, 3, 4.99999970316e-07, 0.000929, 3
cosine, 3, 2.56583376768e-08, 0.004329, 14
euclidean, 3, 4.99999970316e-07, 0.001247, 4
hamming, 3, 1.66666652035e-07, 0.003923, 17
minkowski-0.5n, 3, 4.99999970316e-07, 0.001089, 3
minkowski-n, 3, 4.99999970316e-07, 0.001444, 5
null, 3, 0.0, 0.004922, 37
seuclidean, 3, nan, 0.007361, 26
sqeuclidean, 3, 4.99999970316e-07, 0.000933, 3
canberra, 3, 1.66666652035e-07, 0.00601, 29
chebyshev, 3, 4.99999970316e-07, 0.002547, 7
cityblock, 3, 4.99999970316e-07, 0.00121, 3
cosine, 3, 2.37103279233e-08, 0.006397, 28
euclidean, 3, 4.99999970316e-07, 0.001211, 3
hamming, 3, 1.66666652035e-07, 0.004502, 21
minkowski-0.5n, 3, 4.99999970316e-07, 0.001394, 3
minkowski-n, 3, 4.99999970316e-07, 0.002175, 5
null, 3, 0.0, 0.005644, 38
seuclidean, 3, nan, 0.004701, 11
sqeuclidean, 3, 4.99999970316e-07, 0.001281, 3
canberra, 3, 1.51666657189e-06, 0.002726, 9
chebyshev, 3, 1.49999989674e-06, 0.002147, 6
cityblock, 3, 3.15683952579e-06, 0.00134, 4
cosine, 3, 2.54680571743e-07, 0.007749, 34
euclidean, 3, 2.27815992559e-06, 0.00125, 4
hamming, 3, 8.33333274386e-07, 0.006315, 31
minkowski-0.5n, 3, 3.15683952579e-06, 0.001411, 4
minkowski-n, 3, 1.91560118878e-06, 0.00179, 5
null, 3, 0.0, 0.005095, 37
seuclidean, 3, nan, 0.007015, 24
sqeuclidean, 3, 5.15683937863e-06, 0.001252, 4
canberra, 3, 1.22409255709e-06, 0.001301, 5
chebyshev, 3, 4.99999970316e-07, 0.001056, 3
cityblock, 3, 1.22409255709e-06, 0.000763, 3
cosine, 3, nan, 0.003597, 16
euclidean, 3, 8.66025388291e-07, 0.001281, 4
hamming, 3, 4.99999970316e-07, 0.002509, 11
minkowski-0.5n, 3, 1.22409255709e-06, 0.000852, 3
minkowski-n, 3, 7.21124763459e-07, 0.001101, 3
null, 3, 0.0, 0.002774, 19
seuclidean, 3, nan, 0.005571, 23
sqeuclidean, 3, 1.22409255709e-06, 0.000806, 3
canberra, 3, 7.24723435042e-07, 0.001311, 4
chebyshev, 3, 4.99999970316e-07, 0.000797, 3
cityblock, 3, 7.24723435042e-07, 0.001001, 3
cosine, 3, 1.00000008274e-07, 0.003049, 10
euclidean, 3, 7.24723435042e-07, 0.00092, 3
hamming, 3, 3.33333332492e-07, 0.002159, 8
minkowski-0.5n, 3, 7.24723435042e-07, 0.001039, 3
minkowski-n, 3, 6.29960524634e-07, 0.001454, 4
null, 3, 0.0, 0.001935, 14
seuclidean, 3, nan, 0.002392, 7
sqeuclidean, 3, 7.24723435042e-07, 0.001734, 3
canberra, 3, 2.03317036096e-06, 0.002785, 11
chebyshev, 3, 1.49999989674e-06, 0.001556, 5
cityblock, 3, 2.53317034549e-06, 0.001213, 4
cosine, 3, 7.11324815938e-07, 0.005152, 23
euclidean, 3, 2.15120434177e-06, 0.001171, 4
hamming, 3, 9.99999954843e-07, 0.004194, 21
minkowski-0.5n, 3, 2.53317034549e-06, 0.001305, 4
minkowski-n, 3, 2.07321227208e-06, 0.001257, 4
null, 3, 0.0, 0.00439, 33
seuclidean, 3, nan, 0.005875, 24
sqeuclidean, 3, 3.53317027191e-06, 0.001215, 4
canberra, 3, 6.66666650773e-07, 0.002056, 6
chebyshev, 3, 4.99999970316e-07, 0.001657, 5
cityblock, 3, 9.99999954843e-07, 0.00106, 3
cosine, 3, 6.69872974868e-08, 0.00519, 21
euclidean, 3, 7.07106750042e-07, 0.00105, 3
hamming, 3, 3.33333332492e-07, 0.004199, 17
minkowski-0.5n, 3, 9.99999954843e-07, 0.001198, 3
minkowski-n, 3, 6.29960510423e-07, 0.001139, 3
null, 3, 0.0, 0.003489, 23
seuclidean, 3, nan, 0.002832, 7
sqeuclidean, 3, 9.99999954843e-07, 0.001057, 3
canberra, 4, 0.0, 0.001737, 3
chebyshev, 4, 0.0, 0.000887000000001, 2
cityblock, 4, 0.0, 0.000849, 2
cosine, 4, 0.0, 0.004044, 8
euclidean, 4, 0.0, 0.001006, 2
hamming, 4, 0.0, 0.001551, 4
minkowski-0.5n, 4, 0.0, 0.000913000000001, 2
minkowski-n, 4, 0.0, 0.000894000000001, 2
null, 4, 0.0, 0.002339, 11
seuclidean, 4, nan, 0.014909, 29
sqeuclidean, 4, 0.0, 0.001456, 2
canberra, 4, 1.72711116875e-06, 0.008147, 16
chebyshev, 4, 1.49999989674e-06, 0.007794, 16
cityblock, 4, 3.05426313219e-06, 0.004529, 7
cosine, 4, 4.22649691245e-07, 0.033955, 105
euclidean, 4, 2.00220438273e-06, 0.004001, 7
hamming, 4, 8.74999940947e-07, 0.022735, 69
minkowski-0.5n, 4, 2.00220438273e-06, 0.004461, 7
minkowski-n, 4, 1.69483985246e-06, 0.006094, 10
null, 4, 0.0, 0.025231, 113
seuclidean, 4, nan, 0.014396, 17
sqeuclidean, 4, 4.00392220001e-06, 0.003224, 4
canberra, 4, 1.40279297511e-06, 0.005959, 12
chebyshev, 4, 1.49999989674e-06, 0.006353, 13
cityblock, 4, 2.23612623529e-06, 0.003313, 4
cosine, 4, 7.41801059689e-07, 0.022294, 75
euclidean, 4, 1.85416024578e-06, 0.003115, 4
hamming, 4, 7.61159668627e-07, 0.018777, 67
minkowski-0.5n, 4, 1.85416024578e-06, 0.003194, 4
minkowski-n, 4, 1.86758745713e-06, 0.004691, 7
null, 4, 0.0, 0.017515, 87
seuclidean, 4, nan, 0.024763, 70
sqeuclidean, 4, 3.23612619013e-06, 0.002789, 4
canberra, 4, 0.0, 0.001924, 3
chebyshev, 4, 0.0, 0.001217, 2
cityblock, 4, 0.0, 0.001129, 2
cosine, 4, 0.0, 0.005995, 12
euclidean, 4, 0.0, 0.001147, 2
hamming, 4, 0.0, 0.003912, 11
minkowski-0.5n, 4, 0.0, 0.001278, 2
minkowski-n, 4, 0.0, 0.001274, 2
null, 4, 0.0, 0.006154, 30
seuclidean, 4, nan, 0.018213, 62
sqeuclidean, 4, 0.0, 0.001234, 2
canberra, 4, 6.37455158881e-07, 0.008239, 18
chebyshev, 4, 1.49999992516e-06, 0.003762, 7
cityblock, 4, 2.27208482784e-06, 0.001924, 4
cosine, 4, 4.54572131048e-08, 0.023727, 63
euclidean, 4, 1.84592919084e-06, 0.002934, 6
hamming, 4, 5.20788503877e-07, 0.012087, 31
minkowski-0.5n, 4, 1.84592919084e-06, 0.003249, 6
minkowski-n, 4, 1.63066357572e-06, 0.002927, 5
null, 4, 0.0, 0.017374, 74
seuclidean, 4, nan, 0.023926, 32
sqeuclidean, 4, 3.27208478268e-06, 0.001975, 4
canberra, 4, 1.61666655174e-06, 0.016348, 43
chebyshev, 4, 1.49999989674e-06, 0.011596, 29
cityblock, 4, 2.50480422892e-06, 0.003958, 5
cosine, 4, 1.27108947368e-07, 0.040875, 133
euclidean, 4, 1.82994503461e-06, 0.007077, 12
hamming, 4, 7.49999955474e-07, 0.031831, 118
minkowski-0.5n, 4, 1.82994503461e-06, 0.00781, 12
minkowski-n, 4, 1.63850226897e-06, 0.007094, 12
null, 4, 0.0, 0.029456, 143
seuclidean, 4, nan, 0.022282, 52
sqeuclidean, 4, 3.50480418376e-06, 0.004018, 5
canberra, 4, 9.99999954843e-07, 0.010857, 27
chebyshev, 4, 1.49999989674e-06, 0.012714, 32
cityblock, 4, 1.49999989674e-06, 0.002729, 4
cosine, 4, 4.22839789849e-07, 0.040945, 133
euclidean, 4, 1.49999989674e-06, 0.003786, 7
hamming, 4, 2.49999970947e-07, 0.036819, 136
minkowski-0.5n, 4, 1.49999989674e-06, 0.003987, 7
minkowski-n, 4, 1.49999989674e-06, 0.011591, 20
null, 4, 0.0, 0.039787, 176
seuclidean, 4, nan, 0.047255, 122
sqeuclidean, 4, 2.49999985158e-06, 0.00303, 4
canberra, 4, 1.40580414154e-06, 0.005272, 8
chebyshev, 4, 4.99999998738e-07, 0.003429, 3
cityblock, 4, 1.73913747403e-06, 0.002939, 3
cosine, 4, 1.61938288556e-07, 0.018753, 48
euclidean, 4, 9.99999969054e-07, 0.004552, 3
hamming, 4, 4.99999998738e-07, 0.011052, 27
minkowski-0.5n, 4, 9.99999969054e-07, 0.003803, 3
minkowski-n, 4, 7.07106778464e-07, 0.003533, 3
null, 4, 0.0, 0.015849, 71
seuclidean, 4, nan, 0.049597, 145
sqeuclidean, 4, 1.73913747403e-06, 0.002874, 3
canberra, 4, 2.1666665333e-06, 0.011745, 31
chebyshev, 4, 1.49999989674e-06, 0.012084, 33
cityblock, 4, 3.33759872717e-06, 0.025605, 5
cosine, 4, 3.78539340318e-07, 0.027053, 103
euclidean, 4, 2.44716406428e-06, 0.00822, 13
hamming, 4, 8.74999940947e-07, 0.023979, 93
minkowski-0.5n, 4, 2.44716406428e-06, 0.00842, 13
minkowski-n, 4, 1.86540509617e-06, 0.013703, 37
null, 4, 0.0, 0.020989, 108
seuclidean, 4, nan, 0.016402, 44
sqeuclidean, 4, 4.33759865359e-06, 0.003658, 5
canberra, 4, 6.66666650773e-07, 0.004963, 9
chebyshev, 4, 4.99999970316e-07, 0.004023, 6
cityblock, 4, 6.07555321608e-07, 0.002038, 3
cosine, 4, 6.69872974868e-08, 0.031341, 101
euclidean, 4, 7.07106750042e-07, 0.002773, 4
hamming, 4, 2.49999999369e-07, 0.013666, 36
minkowski-0.5n, 4, 7.07106750042e-07, 0.002959, 4
minkowski-n, 4, 5.9460354862e-07, 0.004048, 5
null, 4, 0.0, 0.020798, 99
seuclidean, 4, nan, 0.034361, 106
sqeuclidean, 4, 6.07555321608e-07, 0.001881, 3
canberra, 4, 6.66666636562e-07, 0.007005, 10
chebyshev, 4, 4.99999970316e-07, 0.004985, 10
cityblock, 4, 8.52767740867e-07, 0.002955, 3
cosine, 4, 9.99999798523e-08, 0.016281, 50
euclidean, 4, 9.03849013412e-07, 0.004524, 5
hamming, 4, 4.99999970316e-07, 0.011459, 31
minkowski-0.5n, 4, 9.03849013412e-07, 0.005164, 5
minkowski-n, 4, 7.07106750042e-07, 0.00545, 6
null, 4, 0.0, 0.012527, 64
seuclidean, 4, nan, 0.022952, 74
sqeuclidean, 4, 8.52767740867e-07, 0.002887, 3
canberra, 4, 0.0, 0.004196, 6
chebyshev, 4, 0.0, 0.002242, 2
cityblock, 4, 0.0, 0.002088, 2
cosine, 4, 0.0, 0.023909, 64
euclidean, 4, 0.0, 0.005315, 2
hamming, 4, 0.0, 0.012333, 27
minkowski-0.5n, 4, 0.0, 0.002557, 2
minkowski-n, 4, 0.0, 0.002377, 2
null, 4, 0.0, 0.018968, 81
seuclidean, 4, nan, 0.04815, 170
sqeuclidean, 4, 0.0, 0.002184, 2
canberra, 4, 2.76587077508e-06, 0.007221, 12
chebyshev, 4, 1.49999992516e-06, 0.008842, 15
cityblock, 4, 3.26587074539e-06, 0.003545, 4
cosine, 4, 8.41886077296e-07, 0.041702, 135
euclidean, 4, 2.36602528503e-06, 0.00575, 6
hamming, 4, 7.49999955474e-07, 0.032647, 121
minkowski-0.5n, 4, 2.36602528503e-06, 0.006297, 6
minkowski-n, 4, 1.85642778661e-06, 0.005163, 6
null, 4, 0.0, 0.033463, 168
seuclidean, 4, nan, 0.02354, 48
sqeuclidean, 4, 4.26587070024e-06, 0.003632, 4
canberra, 4, 6.99999972653e-07, 0.011106, 22
chebyshev, 4, 4.99999970316e-07, 0.004738, 10
cityblock, 4, 8.44957554591e-07, 0.002886, 4
cosine, 4, 1.84565891459e-08, 0.029303, 93
euclidean, 4, 8.66025359869e-07, 0.002821, 4
hamming, 4, 3.74999984842e-07, 0.018348, 57
minkowski-0.5n, 4, 8.66025359869e-07, 0.003072, 4
minkowski-n, 4, 6.58036981349e-07, 0.005141, 8
null, 4, 0.0, 0.024443, 117
seuclidean, 4, nan, 0.017062, 21
sqeuclidean, 4, 8.44957554591e-07, 0.002328, 3
canberra, 4, 8.21674035478e-07, 0.00425, 7
chebyshev, 4, 4.99999970316e-07, 0.001924, 3
cityblock, 4, 1.01182267542e-06, 0.001694, 3
cosine, 4, 1.14241615279e-07, 0.007118, 17
euclidean, 4, 8.62114134748e-07, 0.003128, 4
hamming, 4, 3.74999984842e-07, 0.005998, 12
minkowski-0.5n, 4, 8.62114134748e-07, 0.003468, 4
minkowski-n, 4, 6.58036981349e-07, 0.002038, 3
null, 4, 0.0, 0.004206, 20
seuclidean, 4, nan, 0.025046, 90
sqeuclidean, 4, 1.01182267542e-06, 0.001924, 3
canberra, 4, 1.93700755347e-06, 0.009912, 25
chebyshev, 4, 1.49999989674e-06, 0.010089, 23
cityblock, 4, 2.60984084832e-06, 0.002498, 4
cosine, 4, 4.02769444463e-07, 0.031755, 113
euclidean, 4, 2.09077015256e-06, 0.004431, 8
hamming, 4, 7.49999955474e-07, 0.028732, 116
minkowski-0.5n, 4, 2.09077015256e-06, 0.005104, 8
minkowski-n, 4, 1.68792047361e-06, 0.00902, 18
null, 4, 0.0, 0.026197, 137
seuclidean, 4, nan, 0.03386, 108
sqeuclidean, 4, 3.60984080316e-06, 0.002935, 4
canberra, 4, 7.66666644836e-07, 0.009374, 22
chebyshev, 4, 4.99999970316e-07, 0.010224, 22
cityblock, 4, 1.49999993937e-06, 0.002379, 3
cosine, 4, 7.83629587886e-08, 0.032979, 107
euclidean, 4, 8.66025359869e-07, 0.003538, 4
hamming, 4, 3.74999984842e-07, 0.040439, 97
minkowski-0.5n, 4, 8.66025359869e-07, 0.003486, 4
minkowski-n, 4, 6.58036981349e-07, 0.012708, 16
null, 4, 0.0, 0.028345, 125
seuclidean, 4, nan, 0.042726, 141
sqeuclidean, 4, 1.49999993937e-06, 0.002548, 3
canberra, 4, 9.99999798523e-08, 0.003703, 7
chebyshev, 4, 4.99999970316e-07, 0.004201, 6
cityblock, 4, 4.99999970316e-07, 0.002386, 3
cosine, 4, 5.02524244439e-09, 0.020705, 51
